person_id,screening_date,first_offense_date,current_offense_date,p_current_age,p_age_first_offense,p_juv_fel_count,p_felprop_violarrest,p_murder_arrest,p_felassault_arrest,p_misdemassault_arrest,p_famviol_arrest,p_sex_arrest,p_weapons_arrest,Risk of Failure to Appear_decile_score,Risk of Failure to Appear_raw_score,Risk of Recidivism_decile_score,Risk of Recidivism_raw_score,Risk of Violence_decile_score,Risk of Violence_raw_score
3039,2014-05-01,2010-11-10,2014-04-30,33,30,0,0,0,0,0,0,0,0,3,19,1,-1.6,1,-3.18
3040,2013-11-06,2009-01-01,NA,54,49,0,0,0,0,0,0,0,0,1,11,1,-2.26,1,-3.88
3041,2013-01-28,2013-01-27,2013-01-27,35,35,0,0,0,0,0,0,0,0,2,16,3,-0.92,1,-3.22
3042,2013-03-09,2002-07-11,NA,37,26,0,0,0,0,0,0,0,0,1,13,1,-1.67,1,-3.33
3043,2013-07-12,2000-08-14,NA,31,18,0,0,0,0,0,0,0,0,9,31,7,0.05,6,-1.71
3044,2014-06-24,1982-09-06,NA,50,18,0,0,0,0,0,0,0,0,2,17,2,-1.12,1,-3.68
3045,2013-11-01,2003-02-15,2013-10-03,62,51,0,1,0,0,0,0,0,0,7,28,9,0.6,6,-1.6
3046,2013-08-09,2009-08-03,2013-08-08,25,21,0,0,0,0,0,0,0,0,1,12,4,-0.6,3,-2.33
3047,2014-11-10,2014-11-08,2014-11-08,36,36,0,0,0,0,0,0,0,0,1,15,1,-1.49,2,-2.76
3048,2014-08-06,2011-09-29,2014-08-05,62,59,0,0,0,0,0,0,0,0,2,17,1,-2.35,1,-4.01
3049,2013-09-29,NA,NA,25,NA,0,0,0,0,0,0,0,0,1,13,2,-1.2,3,-2.54
3050,2013-08-10,2012-07-17,2013-07-17,18,17,1,2,0,0,0,0,0,0,1,14,9,0.37,7,-1.4
3051,2013-01-18,2013-01-17,2013-01-17,48,48,0,0,0,0,0,0,0,0,1,14,1,-2.39,1,-3.88
3052,2014-11-29,2014-03-01,2014-11-28,28,27,0,0,0,0,0,0,0,0,2,16,5,-0.47,2,-2.58
3053,2013-09-16,2003-01-11,2013-09-15,32,22,0,0,0,0,0,0,0,0,1,13,2,-1.21,2,-2.88
3054,2014-06-06,2014-06-06,2014-06-06,28,28,0,0,0,0,0,0,0,0,2,16,4,-0.52,3,-2.54
3055,2013-01-24,1992-03-26,2013-01-11,58,37,0,2,0,0,0,0,0,0,7,26,2,-1.24,1,-3.88
3056,2014-03-05,2014-03-05,2014-03-05,23,23,0,0,0,0,0,0,0,0,2,17,3,-0.89,4,-2.19
3057,2014-07-14,2010-05-07,2014-07-13,23,19,0,0,0,0,0,0,0,0,5,22,7,-0.04,3,-2.36
3058,2013-02-17,2013-02-16,2013-02-16,23,23,0,0,0,0,0,0,0,0,1,13,5,-0.4,4,-2.13
3059,2013-11-05,2013-03-06,2013-11-04,30,29,0,0,0,0,1,0,0,0,1,15,2,-1.01,4,-2.14
3060,2014-01-31,2010-04-01,NA,33,30,0,0,0,0,0,0,0,0,3,18,2,-1.4,2,-2.88
3061,2014-08-15,2013-08-17,NA,22,21,0,0,0,0,0,0,0,0,7,28,7,0.02,9,-0.91
3062,2014-08-19,2014-07-25,2014-07-25,38,38,0,0,0,0,0,0,0,0,1,11,1,-1.97,1,-3.46
3063,2014-07-08,2014-07-07,2014-07-07,48,48,0,0,0,0,0,0,0,0,2,16,1,-1.68,1,-3.48
3064,2014-02-02,2002-09-22,2014-02-01,40,29,0,0,0,0,0,0,0,0,2,17,1,-2.05,1,-3.74
3065,2013-04-09,NA,NA,42,NA,0,0,0,0,0,0,0,0,5,22,1,-1.92,1,-3.51
3066,2013-04-01,2013-03-22,2013-03-22,22,21,0,0,0,0,0,0,0,0,1,12,4,-0.87,4,-2.01
3067,2014-05-09,2004-08-15,NA,24,15,0,0,0,0,0,0,0,0,5,23,10,0.95,9,-0.98
3068,2013-03-01,2005-01-23,2013-02-28,27,19,0,0,0,0,0,0,0,0,4,21,7,0.02,3,-2.33
3069,2013-05-29,2010-03-06,2013-05-28,32,29,0,0,0,0,0,0,0,0,1,15,2,-1.05,1,-3.16
3070,2014-06-24,2014-06-23,2014-06-23,37,37,0,0,0,0,0,0,0,0,6,23,1,-2.1,1,-3.57
3071,2013-10-01,2009-03-30,NA,38,34,0,0,0,0,0,0,0,0,3,18,2,-1.38,1,-3.19
3072,2014-05-07,2000-08-11,2014-05-06,38,25,0,0,0,0,0,0,0,0,3,18,5,-0.73,1,-3.19
3073,2014-07-23,2014-07-17,2014-07-22,21,21,0,2,0,0,0,0,0,0,1,12,1,-1.39,3,-2.48
3074,2013-01-29,2013-01-28,2013-01-28,30,30,0,0,0,0,0,0,0,0,4,21,1,-1.5,1,-2.95
3075,2013-09-05,1999-04-28,NA,43,29,0,0,0,0,0,0,0,0,2,17,1,-1.89,1,-3.77
3076,2014-12-17,2013-06-14,2014-12-16,59,58,0,0,0,0,0,0,0,0,1,14,1,-2,1,-3.91
3077,2014-10-25,2014-10-25,2014-10-25,60,60,0,0,0,0,0,0,0,0,1,13,1,-2.55,1,-4.16
3078,2013-08-12,2003-01-25,2013-08-11,31,20,0,0,0,0,0,0,0,0,1,12,2,-1.54,2,-2.91
3079,2014-07-29,2014-07-28,2014-07-28,37,37,0,0,0,0,0,0,0,0,2,17,4,-0.57,5,-1.94
3080,2014-06-06,2008-05-22,2014-06-04,44,38,0,0,0,1,0,0,0,0,5,22,1,-1.75,1,-3.08
3081,2014-02-18,2007-05-14,2014-02-17,27,21,0,2,0,0,0,0,0,1,1,14,2,-1.1,2,-2.92
3082,2014-05-27,2001-12-12,2014-05-26,50,38,0,0,0,0,0,0,0,0,2,16,1,-1.54,1,-3.67
3083,2014-10-09,2002-05-05,NA,33,20,0,0,0,0,0,0,0,0,5,22,8,0.26,4,-2.16
3084,2013-12-12,1988-06-16,2013-12-11,47,22,0,0,0,0,1,0,0,0,3,19,4,-0.84,1,-3.31
3085,2013-05-02,2013-05-01,2013-05-01,18,18,0,0,0,0,0,0,0,0,1,12,5,-0.45,7,-1.4
3086,2013-01-14,2003-04-10,2013-01-13,28,18,0,10,0,0,0,0,0,0,10,36,10,1.01,6,-1.61
3086,2014-05-31,2003-04-10,2014-05-30,29,18,0,10,0,0,0,0,0,0,8,28,10,0.79,5,-1.75
3087,2014-09-06,2013-01-11,2014-09-05,29,28,0,0,0,0,0,0,0,0,3,19,7,-0.05,3,-2.36
3087,2014-10-18,2013-01-11,2014-10-17,29,28,0,0,0,0,1,0,0,0,3,19,8,0.25,3,-2.32
3087,2014-11-14,2013-01-11,2014-11-13,30,28,0,0,0,0,1,0,0,0,3,18,7,0.08,3,-2.4
3088,2014-10-30,2014-10-29,2014-10-29,22,22,0,0,0,0,0,0,0,0,10,35,10,0.63,10,-0.04
3089,2013-04-14,2013-04-13,2013-04-13,20,20,0,0,0,0,0,0,0,0,1,13,4,-0.94,4,-2.02
3090,2013-01-27,2012-11-03,2013-01-27,22,22,0,0,0,0,0,0,0,0,1,13,6,-0.3,6,-1.56
3091,2014-06-09,2012-09-07,2014-06-08,34,32,0,0,0,0,0,0,0,0,1,14,3,-1.26,1,-3.14
3092,2014-09-12,2008-12-22,2014-09-11,29,24,0,0,0,0,0,0,0,0,1,14,2,-1.5,2,-2.9
3093,2013-08-20,2013-08-03,2013-08-03,21,21,0,0,0,0,0,0,0,0,1,13,5,-0.8,4,-2.08
3094,2013-03-13,2004-01-22,2013-03-12,28,19,0,1,0,1,0,0,0,0,6,24,10,0.82,9,-0.96
3095,2014-12-21,2013-07-01,2014-12-19,48,46,0,0,0,0,0,0,0,0,1,13,1,-2.13,1,-3.88
3096,2013-08-18,2013-08-17,2013-08-17,58,58,0,0,0,0,0,0,0,0,1,11,1,-2.31,1,-3.95
3097,2014-06-20,NA,NA,24,NA,0,0,0,0,0,0,0,0,7,27,5,-0.42,4,-2.09
3098,2013-03-22,1985-11-06,NA,45,18,0,0,0,0,0,0,0,0,8,28,5,-0.37,1,-2.98
3099,2014-08-07,2014-08-05,2014-08-05,35,35,0,0,0,0,0,0,0,0,1,11,1,-1.75,1,-3.36
3100,2014-09-29,NA,NA,36,NA,0,0,0,0,0,0,0,0,1,12,1,-2.14,1,-3.57
3101,2013-01-16,2007-11-16,NA,26,21,0,0,0,0,0,0,0,0,2,17,2,-1.17,3,-2.53
3102,2014-04-16,2014-04-15,2014-04-15,22,22,0,0,0,0,0,0,0,0,1,11,3,-1.12,3,-2.32
3103,2014-02-19,NA,NA,25,NA,0,0,0,0,0,0,0,0,8,27,8,0.05,3,-2.31
3104,2013-04-30,2012-02-08,2013-04-29,29,28,0,0,0,0,0,0,0,0,1,14,1,-1.79,1,-3.17
3105,2014-12-18,2009-09-26,2014-12-17,20,14,0,0,0,0,0,0,0,0,2,16,4,-0.87,5,-1.92
3106,2014-11-12,2014-11-12,2014-11-12,31,31,0,0,0,0,0,0,0,0,1,11,2,-1.5,1,-2.97
3107,2014-03-28,2014-03-27,2014-03-27,44,44,0,0,0,0,0,0,0,0,3,18,1,-2.06,1,-3.71
3108,2013-02-08,2008-01-08,2013-02-07,33,28,0,0,0,0,2,0,0,0,3,20,3,-0.78,3,-2.54
3109,2014-05-09,2014-05-08,2014-05-08,25,25,0,0,0,0,0,0,0,0,3,19,2,-1.29,3,-2.54
3110,2014-06-14,2014-06-13,2014-06-13,19,19,0,0,0,0,0,0,0,0,3,18,4,-0.52,5,-1.93
3111,2013-04-01,2003-02-11,NA,25,15,4,0,0,0,0,0,0,0,5,23,9,0.6,9,-0.83
3111,2013-09-08,2003-02-11,NA,26,15,4,0,0,0,0,0,0,0,5,23,9,0.35,8,-1.07
3112,2013-05-22,2013-05-21,2013-05-21,32,32,0,0,0,0,0,0,0,0,2,16,8,0.19,2,-2.59
3113,2014-12-23,2014-09-20,2014-12-22,33,33,0,0,0,0,0,0,0,0,3,19,3,-0.76,2,-2.93
3114,2014-01-23,2011-12-30,2014-01-22,39,37,0,1,0,0,0,0,0,0,7,26,8,0.11,2,-2.83
3114,2014-11-02,2011-12-30,2014-11-01,40,37,0,2,0,0,0,0,0,0,6,25,7,0.02,2,-2.87
3115,2013-10-09,1997-08-29,NA,37,21,0,0,0,0,0,0,0,0,1,15,4,-0.99,1,-3.22
3116,2013-01-18,2012-10-31,2013-01-17,20,20,0,0,0,1,0,0,0,0,4,21,10,0.77,10,-0.47
3116,2013-04-06,2012-10-31,2013-04-05,20,20,0,1,0,1,0,0,0,0,4,21,10,0.83,10,-0.55
3117,2014-11-03,2011-10-12,2014-11-02,21,18,0,0,0,0,0,0,0,0,1,14,6,-0.19,5,-1.9
3118,2013-04-27,2006-05-28,2013-04-27,25,19,0,0,0,0,0,0,0,0,1,15,4,-0.72,3,-2.51
3119,2014-08-15,2013-10-22,2014-08-13,18,18,0,0,0,0,0,0,0,0,1,14,8,0.16,7,-1.48
3120,2013-10-27,2013-10-26,2013-10-26,18,18,0,0,0,0,0,0,0,0,1,12,4,-0.63,6,-1.64
3121,2014-05-07,2009-07-23,2014-05-06,35,30,0,0,0,0,0,0,0,0,1,14,1,-1.76,1,-3.28
3122,2013-05-19,1986-07-06,2013-05-18,43,16,0,0,0,0,0,0,0,0,5,23,4,-0.53,1,-3.24
3123,2014-05-29,2013-06-13,2014-05-28,20,19,0,0,0,0,0,0,0,0,1,15,7,0.03,6,-1.71
3124,2014-11-15,2003-09-13,2014-11-14,28,17,3,0,0,3,0,0,0,0,2,17,9,0.5,6,-1.5
3125,2014-11-25,2014-11-24,2014-11-24,27,27,0,0,0,0,0,0,0,0,3,19,2,-1.09,2,-2.94
3126,2014-07-25,2014-07-25,2014-07-25,40,40,0,0,0,0,0,0,0,0,1,15,1,-2.14,1,-3.66
3127,2014-04-29,2013-10-26,NA,55,55,0,0,0,0,0,0,0,0,1,11,1,-2.48,1,-4.09
3128,2014-10-21,2009-11-24,NA,26,21,0,0,0,0,0,0,0,0,1,13,5,-0.68,2,-2.59
3129,2013-10-30,2011-08-31,NA,54,51,0,0,0,0,0,0,0,0,2,17,2,-1.07,1,-3.03
3130,2013-05-07,1993-11-17,NA,38,18,0,0,0,0,0,0,0,0,8,30,6,-0.18,3,-2.53
3131,2014-01-10,2004-06-14,2014-01-09,38,28,0,1,0,0,0,0,0,0,3,18,5,-0.49,2,-2.8
3132,2014-11-21,2009-04-28,2014-11-16,29,23,0,0,0,0,0,0,0,0,3,19,3,-0.75,2,-2.68
3133,2014-05-09,2014-05-08,2014-05-08,19,19,0,0,0,0,0,0,0,0,2,17,5,-0.51,5,-1.91
3134,2014-01-31,2012-05-19,2014-01-30,21,20,0,0,0,0,0,0,0,0,1,15,4,-0.56,6,-1.55
3135,2013-02-04,2007-07-04,NA,22,16,0,0,0,0,0,0,0,0,2,16,8,0.17,9,-0.79
3136,2014-02-17,2014-02-16,2014-02-16,31,31,0,0,0,0,0,0,0,0,1,15,1,-1.93,1,-3.28
3137,2013-02-24,2010-07-12,NA,45,43,0,0,0,0,0,0,0,0,6,25,8,0.18,5,-1.86
3138,2013-08-14,2002-06-23,2013-08-13,30,19,0,0,0,0,0,0,0,0,3,19,6,-0.13,2,-2.75
3139,2013-12-07,2013-12-06,2013-12-06,23,23,0,0,0,0,0,0,0,0,1,14,7,-0.1,5,-1.77
3140,2014-07-27,2014-07-26,2014-07-26,28,28,0,0,0,0,0,0,0,0,1,14,3,-0.89,2,-2.92
3141,2014-12-11,2014-12-10,2014-12-10,39,39,0,0,0,0,0,0,0,0,2,16,1,-2.08,1,-3.6
3142,2013-12-27,2013-12-04,2013-12-26,49,49,0,0,0,0,0,0,0,0,10,41,10,0.65,4,-2.03
3143,2013-09-25,2009-09-11,NA,22,18,0,0,0,0,0,0,0,0,3,20,8,0.14,5,-1.84
3144,2014-09-03,1983-04-12,NA,57,25,0,0,0,0,0,0,0,0,10,34,7,-0.09,2,-2.62
3145,2014-12-14,2002-11-10,2014-12-13,29,17,0,1,0,5,0,0,0,4,2,17,5,-0.43,3,-2.25
3146,2014-08-03,2014-08-02,2014-08-02,35,35,0,0,0,0,0,0,0,0,1,14,3,-0.88,2,-2.6
3147,2013-09-21,2012-04-12,2013-09-20,21,19,0,0,0,1,0,0,0,0,4,21,6,-0.18,6,-1.7
3148,2014-07-14,2014-07-12,2014-07-12,31,31,0,0,0,0,0,0,0,0,1,13,1,-1.79,1,-3.21
3149,2014-05-31,2014-05-30,2014-05-30,23,23,0,0,0,0,0,0,0,0,4,20,4,-0.84,3,-2.27
3150,2014-08-20,2011-10-14,2014-08-19,23,21,0,0,0,0,0,0,0,0,1,14,4,-0.67,5,-1.96
3151,2014-05-30,2003-01-11,NA,32,21,0,0,0,0,0,0,0,0,3,20,9,0.35,7,-1.37
3152,2013-12-11,1991-07-28,2013-11-20,40,18,0,0,0,4,0,0,0,0,5,22,8,-0.12,4,-2.03
3153,2013-04-22,2013-04-21,2013-04-21,29,29,0,0,0,0,0,0,0,0,8,28,3,-0.82,2,-2.86
3154,2013-09-14,2002-10-19,2013-09-03,31,20,0,0,0,0,0,0,0,0,3,18,7,-0.01,2,-2.59
3155,2014-09-30,1994-08-29,2014-08-30,38,17,0,0,0,0,0,0,0,0,2,16,2,-1.03,1,-3.09
3156,2013-10-04,2010-04-06,2013-09-18,46,43,0,1,0,1,0,0,0,1,2,17,1,-1.39,2,-2.7
3157,2013-01-15,2013-01-14,2013-01-14,21,21,0,0,0,0,0,0,0,0,5,22,4,-0.61,5,-1.86
3158,2013-03-20,2012-09-04,2013-03-19,23,22,0,2,0,0,0,0,0,0,1,15,9,0.33,8,-1.15
3159,2013-12-23,2013-12-22,2013-12-22,39,39,0,0,0,0,0,0,0,0,3,19,2,-1.33,1,-3.11
3160,2013-04-06,2012-12-21,2013-04-05,19,18,0,0,0,0,0,0,0,0,1,15,6,-0.2,6,-1.66
3160,2013-04-13,2012-12-21,2013-04-12,19,18,0,0,0,0,0,0,0,0,2,16,8,0.09,6,-1.62
3161,2013-01-29,2013-01-29,2013-01-29,33,33,0,0,0,0,0,0,0,0,1,11,1,-1.58,1,-3.04
3162,2014-04-11,2009-03-18,2014-04-10,27,22,0,0,0,1,2,0,0,0,3,18,7,-0.02,6,-1.51
3163,2013-09-09,2013-09-09,2013-09-09,37,37,0,0,0,0,0,0,0,0,7,26,3,-0.8,3,-2.48
3164,2014-06-04,2006-09-10,2014-06-03,25,17,0,0,0,0,0,0,0,0,1,14,6,-0.26,3,-2.49
3165,2013-10-13,2008-04-29,2013-10-12,35,30,0,0,0,0,0,0,0,0,3,19,5,-0.51,3,-2.33
3166,2014-11-10,2014-11-08,2014-11-10,18,18,0,0,0,0,0,0,0,0,2,16,2,-1.07,5,-1.92
3167,2014-07-16,2011-02-27,NA,48,44,0,0,0,0,0,0,0,0,1,12,1,-2.12,1,-3.91
3168,2013-08-04,2005-10-10,NA,22,14,2,0,0,0,0,0,0,0,6,24,10,0.77,7,-1.29
3169,2013-12-02,2013-12-01,2013-12-01,50,50,0,0,0,0,0,0,0,0,1,11,1,-2.35,1,-3.94
3170,2014-05-16,2014-05-15,2014-05-15,25,25,0,0,0,0,0,0,0,0,3,19,8,-0.01,4,-2.23
3171,2014-10-22,1994-07-26,2014-09-30,36,16,2,2,0,0,0,0,2,0,6,24,8,0.17,7,-1.37
3172,2013-05-16,NA,NA,27,NA,0,0,0,0,0,0,0,0,6,25,8,0.15,8,-1.09
3173,2014-06-27,2013-02-08,NA,58,56,0,0,0,0,0,0,0,0,4,21,1,-1.48,1,-4.3
3174,2014-02-22,2014-02-21,2014-02-21,18,18,0,0,0,0,0,0,0,0,1,12,5,-0.49,8,-1.08
3175,2014-03-20,2007-01-10,2014-03-19,47,40,0,0,0,0,0,0,0,0,1,12,1,-2.43,1,-3.88
3175,2014-10-30,2007-01-10,2014-10-29,48,40,0,0,0,0,0,0,0,0,1,14,1,-2.19,1,-3.9
3176,2013-10-19,2010-02-15,2013-10-18,39,35,0,0,0,0,1,0,0,0,2,16,5,-0.39,2,-2.6
3177,2013-05-09,2007-04-24,NA,31,25,0,0,0,0,0,0,0,0,3,20,2,-1.03,1,-3.01
3178,2014-11-09,2011-08-20,2014-11-07,21,18,0,0,0,2,0,0,0,0,2,16,8,0.12,6,-1.66
3178,2014-11-16,2011-08-20,2014-11-15,21,18,0,0,0,2,0,0,0,0,2,17,8,0.29,7,-1.29
3179,2014-12-17,2014-12-16,2014-12-16,44,44,0,0,0,0,0,0,0,0,1,12,1,-2.08,1,-3.63
3180,2014-03-05,2004-11-30,NA,27,18,0,0,0,0,0,0,0,0,7,27,10,1.12,9,-0.71
3181,2013-02-01,2010-04-15,2013-01-31,19,16,0,0,0,0,0,0,0,0,1,12,7,0.02,6,-1.58
3181,2013-08-12,2010-04-15,2013-08-11,19,16,0,1,0,0,0,0,0,0,3,18,7,0.03,6,-1.71
3182,2013-01-03,2010-08-28,2013-01-02,22,19,0,0,0,0,0,0,0,0,1,15,5,-0.43,3,-2.24
3183,2014-02-15,2006-07-05,2014-02-14,40,32,0,0,0,0,0,0,0,0,4,21,4,-0.54,3,-2.49
3184,2014-03-03,NA,NA,58,NA,0,0,0,0,0,0,0,0,1,13,1,-2.74,1,-4.33
3185,2014-07-09,1998-07-19,2014-07-09,32,16,1,0,0,2,1,0,0,0,4,21,6,-0.22,3,-2.39
3186,2013-11-26,2010-10-26,NA,25,22,0,0,0,0,0,0,0,0,1,11,3,-1.05,3,-2.5
3187,2014-03-28,NA,NA,19,NA,0,0,0,0,0,0,0,0,1,13,3,-0.77,5,-1.78
3188,2013-02-20,2012-11-14,NA,48,48,0,0,0,0,0,0,0,0,1,13,1,-2.39,1,-3.96
3189,2013-04-03,2000-11-27,NA,30,18,0,0,0,0,0,0,0,0,5,22,9,0.55,8,-1.24
3190,2013-01-12,2013-01-11,2013-01-11,21,21,0,0,0,0,0,0,0,0,1,12,3,-0.85,5,-1.76
3191,2013-08-27,2005-10-05,NA,34,26,0,0,0,0,0,0,0,0,6,24,4,-0.64,2,-2.94
3192,2013-04-29,2013-04-26,2013-04-26,34,34,0,0,0,0,0,0,0,0,1,11,1,-1.91,1,-3.34
3193,2013-11-09,NA,NA,28,NA,0,0,0,0,0,0,0,0,2,16,8,0.28,2,-2.62
3194,2014-03-20,1996-04-04,NA,42,24,0,0,0,0,0,0,0,0,10,39,9,0.39,9,-0.97
3195,2014-08-17,2014-08-16,2014-08-16,31,31,0,0,0,0,0,0,0,0,2,16,8,0.12,1,-2.96
3196,2013-12-01,2006-10-14,2013-11-30,21,14,0,4,0,0,1,0,0,0,1,15,10,0.89,9,-0.72
3197,2013-01-22,2013-01-21,2013-01-21,24,24,0,0,0,0,0,0,0,0,1,13,2,-1.53,2,-2.68
3198,2013-01-31,2013-01-30,2013-01-30,18,18,0,0,0,0,0,0,0,0,1,13,6,-0.19,6,-1.5
3199,2014-07-07,2014-07-06,2014-07-06,58,58,0,0,0,0,0,0,0,0,1,11,1,-2.65,1,-4.25
3200,2013-01-21,2012-01-31,2013-01-21,32,31,0,0,0,0,1,0,0,0,1,11,1,-1.74,1,-3.17
3201,2014-04-24,2013-07-29,2014-04-24,48,47,0,1,0,0,0,0,0,0,3,18,2,-1.06,1,-3.2
3202,2014-08-22,2014-08-20,2014-08-20,36,36,0,0,0,0,0,0,0,0,1,13,1,-1.95,1,-3.44
3203,2013-10-09,2013-10-08,2013-10-08,22,22,0,0,0,0,0,0,0,0,9,29,8,0.04,5,-1.83
3204,2013-03-08,2012-10-23,NA,18,17,1,0,0,0,0,0,0,0,1,14,7,0.08,8,-1.16
3205,2013-01-22,2006-06-23,2013-01-21,45,39,0,0,0,0,0,0,0,0,1,13,1,-2.18,1,-3.9
3206,2013-09-03,1998-06-04,NA,36,20,0,0,0,0,0,0,0,0,6,24,6,-0.19,8,-1.2
3207,2013-07-10,2013-07-09,2013-07-09,58,58,0,0,0,0,0,0,0,0,1,12,1,-2.58,1,-3.64
3208,2014-01-12,2014-01-12,2014-01-12,27,27,0,0,0,0,0,0,0,0,4,21,2,-1.45,2,-2.82
3209,2013-04-26,2012-01-09,2013-04-25,19,18,0,0,0,0,0,0,0,0,1,14,6,-0.25,5,-1.75
3210,2014-06-09,2014-05-31,2014-05-31,28,28,0,0,0,0,0,0,0,0,5,23,2,-1.36,2,-2.78
3211,2014-12-07,2014-12-06,2014-12-06,30,30,0,0,0,0,0,0,0,0,4,21,1,-1.45,2,-2.86
3212,2014-11-22,2014-11-21,2014-11-21,23,23,0,0,0,0,0,0,0,0,3,20,7,-0.07,3,-2.24
3213,2014-10-11,2014-10-10,2014-10-10,26,26,0,0,0,0,0,0,0,0,1,12,1,-1.49,2,-2.9
3214,2014-10-01,2009-01-15,2014-09-30,28,22,0,0,0,0,0,0,0,0,1,15,3,-1.23,2,-2.63
3215,2013-11-16,2013-11-15,2013-11-15,50,50,0,0,0,0,0,0,0,0,3,20,1,-1.41,1,-3.63
3216,2014-12-05,2010-09-13,NA,23,18,0,0,0,0,0,0,0,0,4,20,6,-0.46,4,-2.09
3217,2014-03-24,2014-03-23,2014-03-23,24,24,0,0,0,0,0,0,0,0,1,13,2,-1.17,3,-2.47
3218,2014-03-15,2014-03-14,2014-03-14,24,24,0,0,0,0,0,0,0,0,1,14,4,-0.53,2,-2.59
3219,2014-06-30,2014-06-29,2014-06-29,29,29,0,0,0,0,0,0,0,0,1,14,1,-1.68,1,-3.01
3220,2014-07-20,2008-10-15,2014-07-19,23,17,0,0,0,0,0,0,0,0,1,12,7,-0.27,4,-2.04
3221,2014-10-29,1993-12-11,2014-10-29,42,21,0,0,0,0,0,0,0,0,8,28,9,0.42,9,-0.9
3222,2013-10-24,2004-01-24,NA,27,17,0,0,0,0,0,0,0,0,1,14,7,-0.08,5,-1.86
3223,2014-11-21,2006-12-21,2014-11-20,43,35,0,2,0,0,4,0,0,0,8,28,9,0.47,4,-2.04
3224,2013-02-22,1985-10-15,NA,47,19,0,0,0,0,0,0,0,0,7,27,5,-0.49,4,-2.08
3225,2014-12-28,2014-12-23,2014-12-23,19,19,0,0,0,0,0,0,0,0,1,15,9,0.57,7,-1.44
3226,2013-02-11,2008-10-04,NA,25,21,0,0,0,0,0,0,0,0,1,15,8,0.2,9,-0.96
3227,2014-12-06,2012-12-14,NA,42,40,0,0,0,0,0,0,0,0,10,36,6,-0.13,4,-2.07
3228,2014-08-02,1995-04-16,2014-08-01,35,16,3,2,0,0,0,0,0,0,4,21,10,0.7,4,-2.12
3229,2013-02-09,2009-12-11,2013-02-08,23,19,0,0,0,0,0,0,0,0,1,15,5,-0.49,6,-1.62
3230,2014-01-07,1990-11-07,2014-01-06,44,20,0,0,0,0,1,0,0,0,4,21,4,-0.82,3,-2.26
3231,2013-12-05,NA,NA,25,NA,0,0,0,0,0,0,0,0,3,18,1,-1.54,2,-2.82
3232,2014-03-22,2014-03-21,2014-03-21,44,44,0,0,0,0,0,0,0,0,1,12,1,-2.37,1,-3.9
3233,2014-07-13,NA,NA,36,NA,0,0,0,0,0,0,0,0,1,15,6,-0.54,4,-2.14
3234,2013-03-21,2000-02-26,NA,36,23,0,0,0,0,0,0,0,0,3,19,1,-1.41,3,-2.44
3235,2014-10-26,2014-10-25,2014-10-25,35,35,0,0,0,0,0,0,0,0,1,12,1,-2.05,1,-3.47
3236,2014-02-22,2006-09-07,2014-02-21,27,19,0,1,0,0,0,0,0,0,8,29,10,0.64,7,-1.49
3237,2013-12-03,2013-12-02,2013-12-02,38,38,0,0,0,0,0,0,0,0,2,16,1,-1.89,1,-3.25
3238,2013-03-23,2006-04-25,NA,26,19,0,0,0,0,0,0,0,0,7,26,10,0.87,7,-1.3
3239,2014-06-23,2013-05-03,2014-05-30,26,24,0,0,0,0,1,0,0,0,6,24,9,0.59,7,-1.28
3240,2013-12-08,2008-10-13,2013-12-07,23,18,0,0,0,0,5,0,0,0,2,16,7,-0.34,3,-2.31
3241,2014-04-02,2009-01-24,NA,38,33,0,0,0,0,0,0,0,0,7,26,9,0.32,1,-2.99
3242,2013-01-16,2010-06-23,2013-01-15,20,17,1,1,0,0,0,0,0,0,1,13,7,-0.12,5,-1.88
3243,2013-01-14,2008-07-16,NA,43,38,0,0,0,0,0,0,0,0,6,23,8,0.05,3,-2.4
3244,2014-01-13,NA,NA,28,NA,0,0,0,0,0,0,0,0,4,21,2,-1.06,2,-2.84
3245,2014-05-28,1990-09-09,2014-05-27,43,19,0,0,0,0,0,0,0,0,1,15,4,-0.61,1,-3.25
3246,2013-11-20,2013-11-19,2013-11-19,28,28,0,0,0,0,0,0,0,0,1,15,3,-0.99,2,-2.92
3247,2013-04-26,2012-11-11,NA,31,31,0,0,0,0,0,0,0,0,4,21,6,-0.28,4,-1.99
3248,2014-03-26,1982-06-29,2014-03-13,68,36,0,0,0,1,1,0,0,0,2,17,1,-1.94,1,-4.2
3249,2014-12-19,2008-07-12,2014-12-18,52,45,0,1,0,0,0,0,0,1,8,29,3,-0.75,4,-2.03
3250,2013-12-10,1989-06-07,NA,49,25,0,0,0,0,0,0,0,0,3,18,1,-2.15,1,-3.84
3251,2014-04-24,2011-08-11,2014-03-26,34,31,0,0,0,0,0,0,0,0,8,29,2,-1.34,2,-2.81
3252,2014-11-09,2014-11-08,2014-11-08,21,21,0,0,0,0,0,0,0,0,1,13,3,-0.96,4,-2.12
3253,2014-08-05,2014-08-03,2014-08-03,49,49,0,0,0,0,0,0,0,0,1,11,1,-2.32,1,-3.91
3254,2014-10-14,2014-10-13,2014-10-13,24,24,0,0,0,0,0,0,0,0,1,11,1,-1.53,2,-2.68
3255,2013-10-01,1996-10-10,2013-09-05,48,32,0,0,0,0,0,0,0,0,1,15,2,-1.04,2,-2.92
