"","person_id","p_age","cq_fail_appear_two_yr","cq_fail_appear_two_plus","p_yrs5_felcount_person","p_misdem_count_5yrs","p_violence_raw","p_drug_count_5yrs","p_yrs5_trafcount_person","p_prison_visits","p_jail_visits","cq_prior_conviction_F","cq_prior_conviction_M","corrected_age"
"958",1403,23,0,0,3,4,-0.94,1,0,0,4,1,1,-2.4267335967161
"959",1404,25,0,0,0,2,-2.63,0,6,0,1,0,0,-2.68471687541311
"960",1405,24,0,0,0,2,-2.48,1,0,0,2,0,0,-2.56111215937688
"961",1408,28,1,0,0,7,-1.93,1,3,0,6,0,6,-2.99851080608639
"962",1409,52,0,0,0,0,-4,0,3,0,1,0,0,-4.097159274214
"963",1412,47,NA,NA,0,0,-3.67,0,3,0,1,0,0,-3.94143541655095
"964",1413,27,3,0,0,3,-1.89,0,5,0,2,1,5,-2.90268300233775
"965",1414,49,0,0,0,0,-2.95,0,0,0,1,0,0,-4.00394448927813
"966",1415,32,0,0,0,0,-2.55,0,0,0,1,0,1,-3.3098706823087
"967",1417,31,0,0,0,6,-1.76,0,0,0,2,3,10,-3.24156064981629
"968",1418,45,0,0,0,3,-2.3,0,0,0,2,1,1,-3.87783145295103
"969",1419,33,0,0,0,1,-3.24,0,0,0,1,0,1,-3.37280700280018
"970",1420,33,0,0,0,0,-2.79,0,0,0,1,0,2,-3.37280700280018
"971",1423,51,0,0,0,0,-4,0,3,0,1,0,0,-4.06610443758341
"972",1427,32,0,0,7,7,-1.59,5,0,2,6,10,6,-3.3098706823087
"973",1428,24,0,0,2,3,-1.75,0,0,2,3,1,2,-2.56111215937688
"974",1429,26,2,1,1,4,-1.24,0,4,0,8,0,2,-2.79832457595651
"975",1431,25,0,0,0,1,-2.41,1,7,0,4,0,0,-2.68471687541311
"976",1432,26,0,0,1,4,-1.94,0,1,0,2,0,0,-2.79832457595651
"977",1433,21,0,0,0,1,-1.32,0,0,0,2,0,1,-2.12240215798853
"978",1435,25,0,0,0,2,-2.47,2,3,0,2,0,0,-2.68471687541311
"979",1436,22,1,0,3,5,-1.94,1,4,0,5,3,NA,-2.28077526649795
"980",1438,26,0,0,0,0,-1.68,0,3,0,1,0,0,-2.79832457595651
"981",1441,30,0,0,0,2,-2.45,0,1,0,2,0,1,-3.16730370279879
"982",1443,45,0,0,0,0,-2.02,0,2,1,2,0,0,-3.87783145295103
"983",1444,20,0,0,1,0,-0.52,0,0,0,3,0,0,-1.95075017065288
"984",1445,33,0,0,4,2,-0.93,1,0,2,2,6,7,-3.37280700280018
"985",1446,35,0,0,1,1,-2.87,0,6,0,1,1,0,-3.48470586887167
"986",1447,41,0,0,0,1,-3.19,0,12,0,1,0,4,-3.74202860324325
"987",1451,42,0,0,0,0,-2.97,0,0,0,2,4,3,-3.77759581213605
"988",1452,21,0,0,0,2,-1.74,0,0,0,3,0,0,-2.12240215798853
"989",1454,25,NA,NA,7,8,-0.83,2,2,2,1,6,4,-2.68471687541311
"990",1457,41,3,0,0,0,-3.35,0,2,0,1,0,0,-3.74202860324325
"991",1458,22,0,0,0,0,-1.76,0,0,0,2,0,0,-2.28077526649795
"992",1460,21,0,0,0,0,-1.41,0,1,0,1,0,0,-2.12240215798853
"993",1461,23,2,0,0,2,-1.9,0,6,0,3,0,2,-2.4267335967161
"994",1463,36,0,0,0,1,-2.37,0,0,0,6,0,6,-3.53466937049462
"995",1463,36,0,0,0,1,-2.89,0,0,0,6,0,6,-3.53466937049462
"996",1466,38,0,0,0,0,-3.2,0,3,0,1,0,0,-3.62490872751422
"997",1467,29,1,0,5,8,-1.82,3,9,0,5,3,7,-3.08649754893093
"998",1470,54,0,0,4,3,-2.16,1,0,3,6,NA,3,-4.15917570494393
"999",1471,22,0,0,0,3,-1.67,3,0,0,5,0,0,-2.28077526649795
"1000",1473,26,0,0,0,1,-2.39,0,4,0,4,0,0,-2.79832457595651
"1001",1473,26,0,0,0,1,-1.99,0,4,0,4,0,0,-2.79832457595651
"1002",1476,20,0,0,0,0,-0.47,0,1,0,1,0,0,-1.95075017065288
"1003",1476,20,0,0,0,0,-0.55,0,1,0,1,0,0,-1.95075017065288
"1004",1479,52,0,0,0,2,-3.48,2,0,0,2,1,4,-4.097159274214
"1005",1480,27,3,0,0,3,-1.87,0,6,0,2,0,4,-2.90268300233775
"1006",1482,23,0,0,3,6,-1.91,0,3,0,1,2,3,-2.4267335967161
"1007",1484,32,2,0,2,4,-0.33,3,0,0,6,NA,5,-3.3098706823087
"1008",1484,32,2,0,2,4,-0.33,3,0,0,6,NA,5,-3.3098706823087
"1009",1486,25,0,0,1,0,-1.59,0,5,0,1,1,0,-2.68471687541311
"1010",1488,32,0,0,0,1,-2.86,0,10,0,0,0,4,-3.3098706823087
"1011",1489,29,0,0,4,2,-2.93,5,2,1,1,2,2,-3.08649754893093
"1012",1490,30,0,0,1,1,-2.68,0,2,0,1,0,3,-3.16730370279879
"1013",1491,30,0,0,0,4,-2.1,0,1,0,1,0,1,-3.16730370279879
"1014",1493,26,0,0,1,2,-2.42,1,12,1,2,1,2,-2.79832457595651
"1015",1494,22,0,0,0,2,-2,0,4,0,1,0,1,-2.28077526649795
"1016",1495,56,0,0,0,1,-3.65,0,2,0,1,5,3,-4.22067114130344
"1017",1497,32,0,0,0,4,-2.01,0,0,0,2,1,5,-3.3098706823087
"1018",1499,29,0,0,2,9,-0.79,1,8,2,4,0,7,-3.08649754893093
"1019",1499,29,0,0,2,9,-0.86,1,8,2,4,0,7,-3.08649754893093
"1020",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1021",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1022",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1023",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1024",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1025",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1026",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1027",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1028",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1029",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1030",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1031",1504,55,0,0,3,7,-3.66,0,4,0,2,0,4,-4.19003284264518
"1032",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1033",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1034",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1035",1504,55,0,0,3,7,-3.53,0,4,0,2,0,4,-4.19003284264518
"1036",1505,21,0,0,0,0,-0.86,0,1,0,4,0,0,-2.12240215798853
"1037",1507,34,0,0,0,2,-2.81,0,1,0,2,0,1,-3.43091372401383
"1038",1509,45,0,0,0,2,-2.85,0,1,0,1,1,2,-3.87783145295103
"1039",1510,30,0,0,4,1,-2.96,1,11,0,0,1,1,-3.16730370279879
"1040",1511,29,0,0,0,0,-2.24,0,4,0,1,0,0,-3.08649754893093
"1041",1513,30,0,0,2,4,-2.45,4,4,0,4,1,4,-3.16730370279879
"1042",1514,35,1,0,0,0,-2.99,0,4,0,1,0,0,-3.48470586887167
"1043",1515,51,0,0,0,0,-3.09,0,5,7,1,16,11,-4.06610443758341
"1044",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1045",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1046",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1047",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1048",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1049",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1050",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1051",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1052",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1053",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1054",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1055",1516,45,0,0,5,17,-3.2,2,7,0,2,3,13,-3.87783145295103
"1056",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1057",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1058",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1059",1516,45,0,0,5,17,-3.17,2,7,0,2,3,13,-3.87783145295103
"1060",1520,24,0,0,1,1,-1.8,1,3,0,4,1,1,-2.56111215937688
"1061",1521,50,0,0,0,0,-4.07,0,1,0,1,0,0,-4.03503967470601
"1062",1522,23,0,0,0,4,-1.68,4,0,0,1,0,2,-2.4267335967161
"1063",1523,42,0,0,0,1,-2.61,0,0,0,1,0,1,-3.77759581213605
"1064",1524,55,0,0,0,0,-3.73,0,1,0,1,0,0,-4.19003284264518
"1065",1526,36,0,0,0,3,-2.8,0,2,0,1,2,1,-3.53466937049462
"1066",1529,38,0,0,0,0,-2.16,0,0,1,0,3,NA,-3.62490872751422
"1067",1530,69,0,0,0,0,-4.06,0,1,0,1,0,0,-4.50249361317894
"1068",1534,29,0,0,0,1,-2.4,0,10,0,1,0,0,-3.08649754893093
"1069",1535,22,2,0,0,3,-1.78,0,1,0,6,0,2,-2.28077526649795
"1070",1538,44,0,0,0,7,-3.03,0,6,0,1,0,3,-3.84525856717818
"1071",1540,25,3,0,0,5,-1.68,2,10,0,2,0,1,-2.68471687541311
"1072",1542,35,0,0,5,10,-2.59,3,5,2,5,4,18,-3.48470586887167
"1073",1544,30,0,0,12,8,-2.58,1,2,1,2,11,6,-3.16730370279879
"1074",1545,33,0,0,0,0,-2.11,0,5,0,1,0,1,-3.37280700280018
"1075",1546,29,0,0,0,3,-2.77,0,3,0,2,0,3,-3.08649754893093
"1076",1548,28,2,0,0,4,-1.67,2,15,0,2,1,4,-2.99851080608639
"1077",1551,53,0,0,0,0,-3.75,0,1,0,1,0,0,-4.12819559110034
"1078",1552,38,0,0,0,0,-3.53,0,1,0,1,0,0,-3.62490872751422
"1079",1553,51,0,0,0,0,-3.64,0,3,0,1,0,0,-4.06610443758341
"1080",1555,23,0,0,0,1,-2.17,1,2,0,1,0,1,-2.4267335967161
"1081",1558,26,NA,NA,5,0,-1.75,2,13,0,1,NA,3,-2.79832457595651
"1082",1559,24,0,0,1,3,-1.93,2,13,0,1,NA,NA,-2.56111215937688
"1083",1560,55,0,0,0,0,-3.49,0,4,2,4,0,0,-4.19003284264518
"1084",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1085",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1086",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1087",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1088",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1089",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1090",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1091",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1092",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1093",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1094",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1095",1564,30,6,1,0,8,-1.4,1,2,0,2,1,11,-3.16730370279879
"1096",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1097",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1098",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1099",1564,30,6,1,0,8,-1.65,1,2,0,2,1,11,-3.16730370279879
"1100",1565,36,0,0,4,14,-2.34,1,16,0,7,2,16,-3.53466937049462
"1101",1567,24,0,0,0,0,-2.12,0,1,0,1,0,0,-2.56111215937688
"1102",1568,34,0,0,0,0,-2.7,0,1,0,3,0,0,-3.43091372401383
"1103",1569,25,0,0,2,4,-1.41,0,3,0,3,1,2,-2.68471687541311
"1104",1572,27,0,0,2,1,-1.74,0,0,0,1,0,0,-2.90268300233775
"1105",1574,32,0,0,0,0,-3.15,0,1,0,1,0,0,-3.3098706823087
"1106",1575,28,0,0,0,6,-2.79,0,2,0,2,0,5,-2.99851080608639
"1107",1576,42,0,0,2,1,-1.7,2,0,6,3,9,7,-3.77759581213605
"1108",1577,59,0,0,0,0,-3.35,0,0,0,1,0,2,-4.30987802699733
"1109",1578,39,0,0,0,0,-3.5,0,1,0,1,0,0,-3.66601100014733
"1110",1579,55,NA,NA,0,0,-4.05,0,1,0,1,0,1,-4.19003284264518
"1111",1580,27,1,0,0,0,-2.74,0,4,0,1,0,0,-2.90268300233775
"1112",1581,46,0,0,2,4,-3.28,4,6,0,1,2,5,-3.90983508763893
"1113",1584,25,0,0,0,0,-2.36,0,2,0,1,0,0,-2.68471687541311
"1114",1586,29,0,0,0,1,-2.44,0,0,0,1,0,1,-3.08649754893093
"1115",1587,55,0,0,2,0,-4.18,0,0,1,3,4,0,-4.19003284264518
"1116",1588,35,0,0,0,1,-1.94,0,0,0,2,1,2,-3.48470586887167
"1117",1589,33,0,0,0,0,-2.91,0,1,0,1,0,0,-3.37280700280018
"1118",1590,43,0,0,0,2,-3.67,0,3,0,2,0,0,-3.81192139521026
"1119",1590,43,0,0,0,2,-3.18,0,3,0,2,0,0,-3.81192139521026
"1120",1591,53,0,0,0,0,-3.87,0,2,0,1,0,0,-4.12819559110034
"1121",1595,55,0,0,2,2,-2.08,0,2,7,2,12,8,-4.19003284264518
"1122",1596,27,0,0,0,1,-2.34,0,2,0,3,0,1,-2.90268300233775
"1123",1600,36,0,0,1,0,-3.42,0,0,0,1,NA,0,-3.53466937049462
"1124",1601,32,0,0,1,5,-2.86,0,4,0,3,0,1,-3.3098706823087
"1125",1602,32,0,0,2,1,-2.65,3,3,0,1,NA,NA,-3.3098706823087
"1126",1603,26,0,0,0,1,-2.17,1,0,0,1,0,0,-2.79832457595651
"1127",1604,36,0,0,1,1,-2.35,0,2,0,1,1,2,-3.53466937049462
"1128",1605,22,0,0,0,0,-1.93,0,1,0,2,0,0,-2.28077526649795
"1129",1607,26,1,0,1,5,-1.92,0,15,0,3,1,1,-2.79832457595651
"1130",1608,50,NA,NA,6,46,-2.33,3,1,0,8,7,52,-4.03503967470601
"1131",1609,38,0,0,0,2,-2.37,0,3,0,1,2,7,-3.62490872751422
"1132",1610,21,2,0,0,3,-1.96,1,12,0,3,0,2,-2.12240215798853
"1133",1611,47,0,0,1,1,-2.72,1,0,0,1,3,4,-3.94143541655095
"1134",1612,30,0,0,6,0,-0.94,6,0,4,2,3,0,-3.16730370279879
"1135",1613,36,2,0,2,0,-3.09,0,7,1,2,2,0,-3.53466937049462
"1136",1614,43,0,0,0,0,-3.75,0,7,0,1,0,0,-3.81192139521026
"1137",1616,52,1,0,0,1,-2.64,0,0,0,1,0,2,-4.097159274214
"1138",1617,35,0,0,0,3,-2.99,0,1,0,2,0,0,-3.48470586887167
"1139",1618,35,0,0,0,0,-3.21,0,4,0,1,0,0,-3.48470586887167
"1140",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1141",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1142",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1143",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1144",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1145",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1146",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1147",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1148",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1149",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1150",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1151",1619,38,0,0,1,0,-2.12,0,3,1,2,1,0,-3.62490872751422
"1152",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1153",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1154",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1155",1619,38,0,0,1,0,-2.08,0,3,1,2,1,0,-3.62490872751422
"1156",1622,53,0,0,0,4,-3.45,0,3,0,2,0,2,-4.12819559110034
"1157",1623,57,2,0,2,3,-2.2,1,0,3,1,9,9,-4.25096564821695
"1158",1625,21,1,0,2,4,-0.64,1,1,0,10,1,4,-2.12240215798853
"1159",1625,21,1,0,2,4,-0.83,1,1,0,10,1,4,-2.12240215798853
"1160",1629,27,1,0,2,1,-2.12,0,9,0,1,1,0,-2.90268300233775
"1161",1631,47,0,0,1,1,-3.54,2,2,0,2,1,1,-3.94143541655095
"1162",1632,30,0,0,2,5,-1.97,1,1,3,4,8,6,-3.16730370279879
"1163",1633,55,0,0,0,1,-3.95,0,1,0,2,0,1,-4.19003284264518
"1164",1634,44,0,0,0,6,-2.99,0,1,0,1,0,6,-3.84525856717818
"1165",1637,34,0,0,0,0,-3.29,0,3,0,1,0,0,-3.43091372401383
"1166",1638,45,0,0,0,1,-3.3,0,0,0,1,3,7,-3.87783145295103
"1167",1640,50,0,0,0,1,-3.73,0,1,0,1,0,1,-4.03503967470601
"1168",1642,29,0,0,0,1,-2,0,0,0,1,0,1,-3.08649754893093
"1169",1645,22,0,0,0,1,-1.62,0,6,0,3,0,1,-2.28077526649795
"1170",1647,23,0,0,1,3,-2.14,3,9,0,7,1,3,-2.4267335967161
"1171",1648,49,0,0,0,1,-3.64,0,0,0,1,0,1,-4.00394448927813
"1172",1649,35,0,0,0,0,-2.33,0,0,2,1,14,0,-3.48470586887167
"1173",1651,49,0,0,0,1,-3.37,0,0,0,4,0,1,-4.00394448927813
"1174",1653,32,0,0,0,2,-2.13,0,1,0,1,0,2,-3.3098706823087
"1175",1655,24,NA,NA,0,2,-2.1,0,8,0,3,0,0,-2.56111215937688
"1176",1655,24,NA,NA,0,2,-2.3,0,8,0,3,0,0,-2.56111215937688
"1177",1658,54,0,0,0,0,-4.13,0,1,0,1,0,0,-4.15917570494393
"1178",1659,26,0,0,0,1,-2.36,1,5,0,1,0,0,-2.79832457595651
"1179",1660,27,0,0,9,1,-1.85,3,4,3,1,9,2,-2.90268300233775
"1180",1664,25,0,0,1,3,-2,2,13,0,2,1,1,-2.68471687541311
"1181",1668,37,NA,NA,0,9,-0.86,3,4,3,2,4,15,-3.58126107220255
"1182",1669,30,NA,NA,2,2,-1.14,0,0,0,2,1,7,-3.16730370279879
"1183",1670,23,2,0,3,5,-1.68,2,1,1,4,2,1,-2.4267335967161
"1184",1670,23,2,0,3,5,-1.68,2,1,1,4,2,1,-2.4267335967161
"1185",1677,51,1,0,0,0,-3.13,0,7,0,1,0,0,-4.06610443758341
"1186",1679,31,0,0,0,0,-3.05,0,6,0,1,0,0,-3.24156064981629
"1187",1680,50,0,0,1,2,-1.81,2,1,0,1,2,3,-4.03503967470601
"1188",1681,50,0,0,1,3,-3.16,0,8,0,1,1,4,-4.03503967470601
"1189",1682,40,NA,NA,1,2,-3.06,0,2,0,1,0,1,-3.7049374640185
"1190",1686,23,0,0,0,4,-2.26,0,2,0,3,0,3,-2.4267335967161
"1191",1687,25,2,0,0,1,-2.4,0,10,0,1,0,1,-2.68471687541311
"1192",1688,24,1,0,1,4,-1.74,1,1,0,0,0,3,-2.56111215937688
"1193",1689,54,0,0,0,2,-3.67,0,3,0,5,0,4,-4.15917570494393
"1194",1691,25,0,0,4,2,-1.44,4,0,1,2,4,2,-2.68471687541311
"1195",1692,46,0,0,0,1,-3.5,0,1,0,2,0,0,-3.90983508763893
"1196",1693,30,0,0,0,0,-2.99,0,3,0,1,0,0,-3.16730370279879
"1197",1694,24,1,0,1,1,-2.17,0,4,0,0,0,1,-2.56111215937688
"1198",1697,25,0,0,1,1,-2.33,2,0,0,1,1,0,-2.68471687541311
"1199",1699,32,0,0,0,2,-3.03,0,3,0,1,0,0,-3.3098706823087
"1200",1700,25,0,0,0,0,-2.2,0,9,0,4,0,0,-2.68471687541311
"1201",1702,33,0,0,6,7,-2.52,0,7,0,5,3,16,-3.37280700280018
"1202",1702,33,0,0,6,7,-2.52,0,7,0,5,3,16,-3.37280700280018
"1203",1703,38,0,0,0,0,-2.81,0,0,1,6,3,1,-3.62490872751422
"1204",1706,33,0,0,0,5,-1.7,1,2,1,3,2,3,-3.37280700280018
"1205",1706,33,0,0,0,5,-1.55,1,2,1,3,2,3,-3.37280700280018
"1206",1707,24,0,0,0,0,-2.32,0,5,0,1,0,0,-2.56111215937688
"1207",1708,23,0,0,1,1,-2.4,0,8,0,1,1,1,-2.4267335967161
"1208",1709,33,0,0,0,7,-1.46,0,0,0,4,1,17,-3.37280700280018
"1209",1711,40,0,0,0,0,-3.29,0,1,0,1,0,0,-3.7049374640185
"1210",1713,23,0,0,0,1,-2.36,0,7,0,1,0,0,-2.4267335967161
"1211",1715,43,0,0,2,4,-2.79,0,3,0,4,3,2,-3.81192139521026
"1212",1715,43,0,0,2,4,-1.83,0,3,0,4,3,2,-3.81192139521026
"1213",1717,35,1,0,0,5,-1.4,1,4,2,2,0,1,-3.48470586887167
"1214",1718,25,0,0,7,5,-1,7,2,1,2,4,3,-2.68471687541311
"1215",1719,61,0,0,0,0,-4.31,0,4,0,1,0,0,-4.36518856135077
"1216",1722,30,0,0,0,0,-3.1,0,5,0,1,0,0,-3.16730370279879
"1217",1727,52,0,0,1,0,-3.33,0,4,0,1,5,0,-4.097159274214
"1218",1729,39,1,0,0,1,-3.1,1,10,0,1,0,0,-3.66601100014733
"1219",1730,47,0,0,0,0,-3.37,0,2,2,1,5,3,-3.94143541655095
"1220",1731,50,0,0,1,0,-3.61,1,2,0,0,1,0,-4.03503967470601
"1221",1735,37,0,0,0,0,-2.93,0,1,0,1,0,0,-3.58126107220255
"1222",1737,34,0,0,2,8,-1.07,0,0,0,5,0,6,-3.43091372401383
"1223",1738,30,0,0,0,0,-2.39,0,6,0,1,0,1,-3.16730370279879
"1224",1739,20,0,0,0,0,-1.64,0,1,0,1,0,0,-1.95075017065288
"1225",1741,24,0,0,3,6,-2.04,1,0,1,1,1,5,-2.56111215937688
"1226",1741,24,0,0,3,6,-1.72,1,0,1,1,1,5,-2.56111215937688
"1227",1746,25,0,0,0,1,-2.36,0,2,0,2,0,0,-2.68471687541311
"1228",1749,62,0,0,0,0,-4.16,0,1,0,1,0,0,-4.39087167597654
"1229",1751,39,0,0,0,2,-2.67,1,0,0,1,1,2,-3.66601100014733
"1230",1754,35,0,0,0,0,-3.28,0,2,0,1,0,0,-3.48470586887167
"1231",1757,30,0,0,0,0,-2.78,0,2,0,1,0,0,-3.16730370279879
"1232",1760,35,0,0,3,4,-2.74,5,6,0,3,1,1,-3.48470586887167
"1233",1761,21,0,0,2,1,-1.48,0,0,0,1,0,0,-2.12240215798853
"1234",1762,60,0,0,1,0,-2.2,0,0,1,2,5,1,-4.33810054445532
"1235",1764,28,0,0,0,0,-2.26,0,2,0,1,0,0,-2.99851080608639
"1236",1766,26,0,0,0,1,-2.34,0,5,0,2,0,0,-2.79832457595651
"1237",1768,56,0,0,0,0,-3.91,0,3,0,1,0,0,-4.22067114130344
"1238",1769,25,0,0,0,0,-1.77,0,2,0,1,0,0,-2.68471687541311
"1239",1770,23,0,0,0,3,-2.28,2,6,0,1,0,2,-2.4267335967161
"1240",1771,20,0,0,0,0,-1.76,0,1,0,2,0,0,-1.95075017065288
"1241",1774,23,0,0,0,1,-2.2,0,2,0,1,0,NA,-2.4267335967161
"1242",1776,21,0,0,1,0,-0.96,0,0,1,3,2,0,-2.12240215798853
"1243",1778,41,0,0,1,5,-1.18,0,0,2,4,16,7,-3.74202860324325
"1244",1781,33,0,0,0,3,-2.32,0,0,0,1,0,1,-3.37280700280018
"1245",1782,26,8,0,0,2,-2.15,0,17,0,3,0,1,-2.79832457595651
"1246",1785,32,0,0,0,6,-2.38,3,0,2,3,6,9,-3.3098706823087
"1247",1786,41,0,0,0,2,-1.87,1,1,4,3,3,NA,-3.74202860324325
"1248",1791,28,0,0,3,7,-2.03,2,4,1,4,3,9,-2.99851080608639
"1249",1792,25,0,0,3,11,-1.73,2,8,0,5,2,6,-2.68471687541311
"1250",1794,49,0,0,0,2,-3.38,0,1,0,1,1,2,-4.00394448927813
"1251",1795,22,0,0,0,1,-1.55,0,2,0,1,0,1,-2.28077526649795
"1252",1797,27,0,0,1,3,-1.52,1,2,1,3,1,4,-2.90268300233775
"1253",1800,50,0,0,0,0,-2.61,0,2,0,1,0,2,-4.03503967470601
"1254",1804,35,0,0,1,0,-2.91,1,0,0,0,1,0,-3.48470586887167
"1255",1805,25,0,0,4,6,-2.17,1,0,0,5,3,4,-2.68471687541311
"1256",1806,33,0,0,0,11,-2.75,0,4,0,3,0,6,-3.37280700280018
"1257",1808,30,4,0,1,5,-2.48,0,10,0,2,1,7,-3.16730370279879
"1258",1809,25,0,0,0,1,-1.69,0,0,0,4,0,1,-2.68471687541311
"1259",1810,30,0,0,0,0,-2.96,0,1,0,1,0,0,-3.16730370279879
"1260",1812,27,0,0,1,0,-2.79,0,3,0,0,1,0,-2.90268300233775
"1261",1813,31,1,0,1,4,-2.84,0,6,0,2,0,2,-3.24156064981629
"1262",1814,39,0,0,1,3,-2.7,1,0,0,1,0,1,-3.66601100014733
"1263",1815,42,0,0,0,0,-3.05,NA,1,0,1,0,0,-3.77759581213605
"1264",1816,29,0,0,2,8,-1.85,1,1,1,9,3,7,-3.08649754893093
"1265",1818,27,0,0,0,0,-2.42,0,3,0,1,0,0,-2.90268300233775
"1266",1819,24,0,0,2,4,-1.82,3,6,0,1,1,3,-2.56111215937688
"1267",1821,26,0,0,0,4,-2.42,0,7,0,1,0,4,-2.79832457595651
"1268",1822,31,0,0,0,1,-2.65,0,1,0,4,0,2,-3.24156064981629
"1269",1829,30,0,0,0,0,-2.77,0,2,0,1,0,0,-3.16730370279879
"1270",1830,20,0,0,0,1,0.93,0,0,0,7,0,0,-1.95075017065288
"1271",1831,29,0,0,4,2,-2.23,3,0,0,1,4,2,-3.08649754893093
"1272",1834,31,0,0,0,0,-1.9,0,1,0,1,0,0,-3.24156064981629
"1273",1838,41,0,0,1,1,-3.27,0,0,0,3,0,0,-3.74202860324325
"1274",1839,39,0,0,0,0,-2.34,0,2,0,3,4,6,-3.66601100014733
"1275",1843,43,0,0,0,0,-2.97,0,0,0,1,0,0,-3.81192139521026
"1276",1844,49,0,0,0,3,-2.57,0,2,0,2,3,8,-4.00394448927813
"1277",1845,33,0,0,0,0,-2.94,0,1,0,1,0,0,-3.37280700280018
"1278",1847,42,1,0,0,0,-3.19,0,3,0,2,0,0,-3.77759581213605
"1279",1849,28,0,0,1,4,-1.82,0,1,0,4,0,8,-2.99851080608639
